"Prediction","Actual"
"1896.3304443359375","1924.449951171875"
"1896.3006591796875","1925"
"1896.000732421875","1928"
"1896.42529296875","1927.050048828125"
"1896.1007080078125","1925"
"1896.4490966796875","1925"
"1896.353271484375","1925.25"
"1896.26708984375","1924.5"
"1895.928466796875","1925.5"
"1895.957763671875","1925.699951171875"
"1896.246826171875","1925.6500244140625"
"1896.298583984375","1924.800048828125"
"1896.26318359375","1924.949951171875"
"1896.208984375","1925.1500244140625"
"1896.209716796875","1924.800048828125"
"1896.1617431640625","1925.050048828125"
"1896.209716796875","1924.949951171875"
"1896.1953125","1925"
"1896.1964111328125","1924.949951171875"
"1896.1376953125","1924.800048828125"
"1896.1767578125","1924.949951171875"
"1896.20556640625","1925.0999755859375"
"1896.2451171875","1925.5999755859375"
"1896.125732421875","1923.949951171875"
"1896.122802734375","1925.4000244140625"
"1896.1470947265625","1925.4000244140625"
"1896.13330078125","1924.949951171875"
"1896.209228515625","1924.9000244140625"
"1896.1826171875","1925.5"
"1896.15283203125","1924.6500244140625"
"1895.758544921875","1923.8499755859375"
"1895.7314453125","1922.449951171875"
"1895.96923828125","1924.699951171875"
"1895.4892578125","1924"
"1895.913818359375","1921.800048828125"
"1895.552001953125","1922.449951171875"
"1895.4344482421875","1923"
"1895.672607421875","1923.550048828125"
"1895.8046875","1922.300048828125"
"1895.7510986328125","1923"
"1895.33056640625","1921.5"
"1895.293701171875","1921.25"
"1895.573974609375","1922"
"1895.507080078125","1922.449951171875"
"1895.158935546875","1921.5999755859375"
"1895.6455078125","1921.5"
"1895.60498046875","1922.050048828125"
"1895.0721435546875","1923.5"
"1895.094970703125","1923.550048828125"
"1895.688720703125","1924.4000244140625"
"1895.32470703125","1923.75"
"1895.639404296875","1924.050048828125"
"1895.260498046875","1924.550048828125"
"1895.739013671875","1922.800048828125"
"1895.7188720703125","1922.949951171875"
"1895.7060546875","1923.25"
"1895.7222900390625","1923.3499755859375"
"1895.760009765625","1923.050048828125"
"1895.7586669921875","1922.5"
"1895.372802734375","1922.0999755859375"
"1895.69091796875","1922.8499755859375"
"1895.23828125","1923.800048828125"
"1895.66943359375","1923.9000244140625"
"1895.741455078125","1924.8499755859375"
"1895.3634033203125","1924.199951171875"
"1895.7803955078125","1924.6500244140625"
"1895.438232421875","1925.6500244140625"
"1895.971923828125","1925.0999755859375"
"1895.943603515625","1924.949951171875"
"1896.0880126953125","1925.050048828125"
"1896.02734375","1925.3499755859375"
"1896.033203125","1925"
"1895.6572265625","1925.050048828125"
"1895.6195068359375","1924.25"
"1895.9715576171875","1924.449951171875"
"1895.58740234375","1925"
"1895.53662109375","1925"
"1895.907958984375","1925"
"1895.893310546875","1924.300048828125"
"1895.89599609375","1922.550048828125"
"1895.7939453125","1924.8499755859375"
"1895.3060302734375","1924.8499755859375"
"1895.637939453125","1924.8499755859375"
"1895.811767578125","1924.8499755859375"
"1895.7938232421875","1925.449951171875"
"1895.86572265625","1925.5999755859375"
"1895.486083984375","1925.550048828125"
"1895.9796142578125","1926.199951171875"
"1896.03955078125","1925.050048828125"
"1896.08056640625","1926.0999755859375"
"1895.7607421875","1927.25"
"1895.850341796875","1927.4000244140625"
"1896.27490234375","1925.4000244140625"
"1896.2393798828125","1925.199951171875"
"1896.248291015625","1925"
"1896.158935546875","1925"
"1895.756103515625","1924.4000244140625"
"1896.131103515625","1924.5"
"1896.068115234375","1924.3499755859375"
"1896.0224609375","1924.0999755859375"
"1895.98681640625","1924.1500244140625"
"1895.587646484375","1924.0999755859375"
"1895.884521484375","1922.949951171875"
"1895.91943359375","1924.1500244140625"
"1895.91064453125","1925.050048828125"
"1895.552490234375","1924.949951171875"
"1895.987548828125","1923.9000244140625"
"1895.971923828125","1922.800048828125"
"1896.001953125","1920.699951171875"
"1895.923095703125","1922.3499755859375"
"1895.6904296875","1922.3499755859375"
"1895.544677734375","1923.1500244140625"
"1895.29736328125","1923.800048828125"
"1895.72607421875","1923.800048828125"
"1895.810302734375","1924.0999755859375"
"1895.906494140625","1924.1500244140625"
"1895.833984375","1924"
"1895.9168701171875","1924.1500244140625"
"1895.958984375","1924.9000244140625"
"1895.9754638671875","1925.199951171875"
"1896.012939453125","1925"
"1896.1688232421875","1925.4000244140625"
"1896.2646484375","1925"
"1896.325927734375","1924.5999755859375"
"1896.2626953125","1923.9000244140625"
"1896.198486328125","1925"
"1896.17578125","1924.8499755859375"
"1896.1973876953125","1924.8499755859375"
"1896.229736328125","1925.1500244140625"
"1895.9638671875","1925.550048828125"
"1896.2781982421875","1925.449951171875"
"1896.3077392578125","1925"
"1896.3558349609375","1925"
"1895.981689453125","1926.5999755859375"
"1896.5062255859375","1929.1500244140625"
"1896.4818115234375","1929.449951171875"
"1896.5235595703125","1928.050048828125"
"1896.59814453125","1927.3499755859375"
"1896.59814453125","1926.5999755859375"
"1896.505615234375","1927.800048828125"
"1896.44091796875","1927.8499755859375"
"1896.376220703125","1927.800048828125"
"1896.4471435546875","1927.449951171875"
"1896.4345703125","1927.6500244140625"
"1896.4849853515625","1926.9000244140625"
"1896.4952392578125","1927"
"1896.535888671875","1927.3499755859375"
"1896.4703369140625","1927.6500244140625"
"1896.470458984375","1926.6500244140625"
"1896.060302734375","1926.199951171875"
"1896.3922119140625","1927"
"1896.4097900390625","1926.949951171875"
"1896.476806640625","1928.0999755859375"
"1896.64990234375","1929.25"
"1896.5338134765625","1928.6500244140625"
"1896.2900390625","1929.3499755859375"
"1896.5987548828125","1928"
"1896.595947265625","1928.949951171875"
"1896.613037109375","1929.25"
"1896.57861328125","1929.0999755859375"
"1896.5721435546875","1928.9000244140625"
"1896.334716796875","1927.5999755859375"
"1896.529296875","1928.1500244140625"
"1896.5859375","1927"
"1896.30712890625","1926.949951171875"
"1896.60791015625","1927.050048828125"
"1896.586181640625","1926.699951171875"
"1896.6304931640625","1927"
"1896.5032958984375","1927.699951171875"
"1896.296142578125","1928.050048828125"
"1896.56982421875","1930.0999755859375"
"1896.739501953125","1929.050048828125"
"1896.7252197265625","1928.9000244140625"
"1896.7933349609375","1930.4000244140625"
"1896.495849609375","1930.6500244140625"
"1896.778564453125","1929.8499755859375"
"1896.6016845703125","1928.800048828125"
"1896.562744140625","1929.5"
"1896.806396484375","1928.3499755859375"
"1896.7413330078125","1928.8499755859375"
"1896.7794189453125","1929.5"
"1896.75","1929.25"
"1896.763916015625","1929.25"
"1896.800537109375","1928.949951171875"
"1896.833251953125","1928.4000244140625"
"1896.7864990234375","1929.449951171875"
"1896.8199462890625","1929.5999755859375"
"1896.8343505859375","1929.8499755859375"
"1896.822998046875","1930.550048828125"
"1896.884521484375","1930"
"1896.9229736328125","1930.5"
"1896.975341796875","1929.550048828125"
"1896.677978515625","1927.5"
"1896.6241455078125","1926.0999755859375"
"1896.502685546875","1926.4000244140625"
"1896.665771484375","1926.050048828125"
"1896.3634033203125","1924.449951171875"
"1896.6246337890625","1925.449951171875"
"1896.228759765625","1926"
"1896.509033203125","1925.800048828125"
"1896.5419921875","1926.25"
"1896.57177734375","1926"
"1896.61572265625","1926"
"1896.47216796875","1925.800048828125"
"1896.149169921875","1924.949951171875"
"1896.6724853515625","1922.0999755859375"
"1896.611572265625","1921.3499755859375"
"1896.439453125","1920.800048828125"
"1896.387939453125","1920.4000244140625"
"1896.29931640625","1921.5"
"1896.269775390625","1920.1500244140625"
"1896.296630859375","1922"
"1896.271240234375","1921.6500244140625"
"1896.2320556640625","1922.4000244140625"
"1896.315673828125","1921.699951171875"
"1896.275146484375","1921.949951171875"
"1896.300537109375","1921.199951171875"
"1896.2410888671875","1921.1500244140625"
"1896.216064453125","1920"
"1896.2149658203125","1937.9000244140625"
"1896.178955078125","1927.949951171875"
"1896.2607421875","1926.949951171875"
"1897.10498046875","1930"
"1896.6015625","1930.5"
"1896.455322265625","1929.050048828125"
"1896.783447265625","1931.1500244140625"
"1896.83642578125","1931.8499755859375"
"1896.582763671875","1930.300048828125"
"1896.79736328125","1926.5999755859375"
"1896.94189453125","1925.699951171875"
"1896.5787353515625","1925"
"1896.47265625","1924.5999755859375"
"1896.705810546875","1927.5"
"1896.368408203125","1928.5"
"1896.7274169921875","1927.8499755859375"
"1896.7333984375","1926.300048828125"
"1896.761962890625","1927.25"
"1896.6552734375","1926.199951171875"
"1896.2568359375","1925.4000244140625"
"1896.64599609375","1924.8499755859375"
"1896.27783203125","1925.9000244140625"
"1896.527587890625","1927"
"1896.5596923828125","1926.3499755859375"
"1896.6231689453125","1925"
"1896.65283203125","1922.5999755859375"
"1896.62548828125","1922.550048828125"
"1896.4967041015625","1921.0999755859375"
"1896.371337890625","1918.9000244140625"
"1896.278076171875","1918.5999755859375"
"1896.0335693359375","1920.949951171875"
"1895.732421875","1922.5999755859375"
"1895.81103515625","1923.199951171875"
"1896.343994140625","1921.75"
"1896.120361328125","1920.050048828125"
"1896.099853515625","1922.199951171875"
"-49.82524871826172","1924.199951171875"
"-73.4000244140625","1924.699951171875"
"1896.1776123046875","1924.6500244140625"
"1896.64453125","1926.6500244140625"
"1896.667724609375","1926.1500244140625"
"1896.388671875","1926.5"
"1896.7982177734375","1925.1500244140625"
"1896.555419921875","1924.699951171875"
"1896.7528076171875","1924.25"
"1896.38671875","1924.5999755859375"
"1896.648681640625","1923.949951171875"
"1896.373046875","1923.949951171875"
"1896.64306640625","1923.1500244140625"
"1896.649658203125","1920.8499755859375"
"1896.56640625","1922"
"1896.5565185546875","1922.050048828125"
"1896.4136962890625","1922.300048828125"
"1896.4609375","1922.8499755859375"
"1896.155517578125","1923.8499755859375"
"1896.1861572265625","1924.1500244140625"
"1896.232666015625","1925"
"1896.6251220703125","1923.949951171875"
"1896.388916015625","1925.199951171875"
"1896.635986328125","1925.0999755859375"
"1896.6138916015625","1925.699951171875"
"1896.367431640625","1925.550048828125"
"1896.6634521484375","1925.1500244140625"
"1896.404296875","1926.050048828125"
"1896.7100830078125","1926.5999755859375"
"1896.672119140625","1925.199951171875"
"1896.7039794921875","1924"
"1896.6064453125","1924.800048828125"
"1896.284912109375","1924.449951171875"
"1896.20263671875","1924.449951171875"
"1896.18798828125","1924.5"
"1896.2135009765625","1924.550048828125"
"1896.142822265625","1924.3499755859375"
"1896.4559326171875","1924.0999755859375"
"1896.1058349609375","1924.3499755859375"
"1896.42138671875","1923.550048828125"
"1896.4095458984375","1923.1500244140625"
"1896.13916015625","1923.699951171875"
"1896.05322265625","1923.5999755859375"
"1896.3583984375","1923.550048828125"
"1896.3665771484375","1922.5"
"1896.0609130859375","1923.0999755859375"
"1896.0885009765625","1923"
"1896.325927734375","1923.0999755859375"
"1896.004638671875","1923.25"
"1896.328857421875","1923.75"
"1896.056884765625","1923.9000244140625"
"1896.4202880859375","1924"
"1896.427001953125","1924.550048828125"
"1896.44580078125","1924.1500244140625"
"1896.1610107421875","1923.449951171875"
"1896.48583984375","1923.4000244140625"
"1896.065185546875","1922.5"
"1896.097412109375","1922.199951171875"
"1896.045166015625","1919.9000244140625"
"1895.916015625","1921.1500244140625"
"1895.85107421875","1921.1500244140625"
"1895.816162109375","1920.5999755859375"
"1896.129638671875","1920.699951171875"
"1896.128662109375","1920.6500244140625"
"1896.1102294921875","1921.5"
"1895.754150390625","1921.550048828125"
"1895.822265625","1921.5"
"1896.1912841796875","1921.5"
"1896.203125","1921.3499755859375"
"1896.230224609375","1920.8499755859375"
"1895.873779296875","1920.9000244140625"
"1895.86474609375","1922.5999755859375"
"1895.891845703125","1922.800048828125"
"1896.33203125","1923.300048828125"
"1896.34423828125","1923"
"1896.35986328125","1922.800048828125"
"1896.4365234375","1923"
"1896.0899658203125","1923.050048828125"
"1896.40869140625","1923.550048828125"
"1896.0478515625","1923.25"
"1896.02685546875","1922.949951171875"
"1896.3966064453125","1922.3499755859375"
"1896.0107421875","1922.050048828125"
"1896.000244140625","1921.300048828125"
"1895.962646484375","1921.1500244140625"
"1896.262939453125","1921.300048828125"
"1896.234375","1922.699951171875"
"1895.859375","1921.550048828125"
"1896.1982421875","1923.3499755859375"
"1896.2667236328125","1922.949951171875"
"1896.3134765625","1922.4000244140625"
"1896.2666015625","1922.75"
"1896.2955322265625","1923.5"
"1896.2978515625","1922.050048828125"
"1896.25537109375","1921.75"
"1896.253173828125","1921.6500244140625"
"1896.2333984375","1921.050048828125"
"1895.829345703125","1920.0999755859375"
"1896.18212890625","1920.0999755859375"
"1896.14404296875","1919.1500244140625"
"1895.75927734375","1919"
"1895.682861328125","1918.800048828125"
"1895.6590576171875","1918.3499755859375"
"1895.980712890625","1916.3499755859375"
"1895.58447265625","1916.800048828125"
"1895.87548828125","1917.0999755859375"
"1895.83642578125","1918.1500244140625"
"1895.4794921875","1919.699951171875"
"1895.607177734375","1918.449951171875"
"1895.62060546875","1919.199951171875"
"1896.1075439453125","1918.3499755859375"
"1896.0355224609375","1918.75"
"1896.0111083984375","1919.25"
"1896.02001953125","1917.8499755859375"
"1896.0501708984375","1918.0999755859375"
"1896.041015625","1916.5999755859375"
"1895.5599365234375","1917.3499755859375"
"1895.861328125","1916.0999755859375"
"1895.456787109375","1917.1500244140625"
"1895.799560546875","1918.1500244140625"
"1895.7598876953125","1916.300048828125"
"1895.365966796875","1916.199951171875"
"1895.77587890625","1911.949951171875"
"1895.6710205078125","1913.5999755859375"
"1894.975341796875","1915.9000244140625"
"1895.306884765625","1916.949951171875"
"1895.526611328125","1916.1500244140625"
"1895.00634765625","1915.5"
"1895.5745849609375","1917.3499755859375"
"1895.514892578125","1915.550048828125"
"1895.79736328125","1916.8499755859375"
"1895.665771484375","1914.8499755859375"
"1895.399658203125","1913.949951171875"
"1895.72119140625","1915.5"
"1895.582275390625","1915.199951171875"
"1895.493408203125","1916.25"
"1895.5084228515625","1917.0999755859375"
"1895.236572265625","1917.300048828125"
"1895.614990234375","1919.6500244140625"
"1895.281982421875","1919.5999755859375"
"1895.7601318359375","1918.9000244140625"
"1895.48388671875","1919.5999755859375"
"1895.9090576171875","1918.449951171875"
"1895.856201171875","1919.6500244140625"
"1895.8583984375","1923.3499755859375"
"1895.9677734375","1922.050048828125"
"1896.0289306640625","1922.5"
"1895.8453369140625","1922"
"1896.172607421875","1920.6500244140625"
"1896.1783447265625","1925.9000244140625"
"1896.2568359375","1926.3499755859375"
"1896.3658447265625","1927.449951171875"
"1896.5753173828125","1930"
"1896.4520263671875","1927.5999755859375"
"1896.7611083984375","1926.949951171875"
"1896.8026123046875","1925"
"1896.707275390625","1925.699951171875"
"1896.61865234375","1925.5"
"1896.5869140625","1926.5"
"1896.55419921875","1927"
"1896.315673828125","1926.199951171875"
"1896.645751953125","1929.9000244140625"
"1896.46240234375","1932.5999755859375"
"1896.859619140625","1931.5"
"1896.935791015625","1930.050048828125"
"1897.0479736328125","1928.800048828125"
"1896.9781494140625","1930.1500244140625"
"1896.72412109375","1931.550048828125"
"1896.728271484375","1931.699951171875"
"1897.03125","1931.949951171875"
"1897.07763671875","1932.5"
"1897.102783203125","1931.949951171875"
"1897.11767578125","1931.25"
"1896.93310546875","1931.5999755859375"
"1897.0880126953125","1930.75"
"1897.078369140625","1930.5"
"1897.036376953125","1930.0999755859375"
"1896.99658203125","1931.800048828125"
"1896.8092041015625","1933.050048828125"
"1897.0750732421875","1932.800048828125"
"1897.1563720703125","1933.5999755859375"
"1897.199462890625","1933.550048828125"
"1896.9833984375","1933.949951171875"
"1897.17919921875","1932.699951171875"
"1896.971923828125","1932.449951171875"
"1897.1656494140625","1934.300048828125"
"1897.18359375","1934.800048828125"
"1897.2119140625","1934.300048828125"
"1897.2421875","1935.1500244140625"
"1897.279296875","1935.4000244140625"
"1897.28759765625","1934.6500244140625"
"1897.318603515625","1933.75"
"1897.32763671875","1932.300048828125"
"1897.2698974609375","1932.25"
"1897.2366943359375","1932.25"
"1897.211669921875","1934"
"1897.05517578125","1933.550048828125"
"1897.2684326171875","1934.5"
"1897.138916015625","1934.5"
"1897.287841796875","1934.9000244140625"
"1897.295654296875","1934.4000244140625"
"1897.3046875","1934.5999755859375"
"1897.30078125","1934.800048828125"
"1897.283935546875","1935.75"
"1897.32421875","1934.25"
"1897.3096923828125","1934"
"1897.3212890625","1933.5"
"1897.14111328125","1934.199951171875"
"1897.3306884765625","1934.0999755859375"
"1897.325927734375","1934.5"
"1897.3173828125","1934.5"
"1897.3245849609375","1934.5"
"1897.31591796875","1935.25"
"1897.1815185546875","1935.4000244140625"
"1897.3353271484375","1936"
"1897.199462890625","1939.550048828125"
"1897.30517578125","1939.0999755859375"
"1897.479248046875","1937.9000244140625"
"1897.509033203125","1937.3499755859375"
"1897.4803466796875","1935.3499755859375"
"1897.45703125","1936.9000244140625"
"1897.294921875","1937.75"
"1897.41650390625","1936.449951171875"
"1897.4256591796875","1935.75"
"1897.4371337890625","1937.0999755859375"
"1897.267578125","1936.5999755859375"
"1897.2501220703125","1936.699951171875"
"1897.291015625","1938"
"1897.3104248046875","1937.550048828125"
"1897.3232421875","1937"
"1897.3057861328125","1936.8499755859375"
"1897.445068359375","1936.4000244140625"
"1897.439208984375","1937.5"
"1897.4501953125","1936.949951171875"
"1897.46826171875","1938.5"
"1897.37841796875","1937.949951171875"
"1897.4736328125","1938"
"1897.3651123046875","1938.300048828125"
"1897.368408203125","1938.6500244140625"
"1897.5186767578125","1939.75"
"1897.521484375","1938.1500244140625"
"1897.398193359375","1937.800048828125"
"1897.521484375","1937.800048828125"
"1897.55126953125","1937"
"1897.5194091796875","1936.6500244140625"
"1897.50244140625","1937.5"
"1897.5023193359375","1936.75"
