Price,Adj Close,Close,High,Low,Open,Volume
Ticker,INFY.NS,INFY.NS,INFY.NS,INFY.NS,INFY.NS,INFY.NS
Datetime,,,,,,
2024-10-29 03:45:00+00:00,1843.300048828125,1843.300048828125,1846.75,1836.8499755859375,1843.1500244140625,0
2024-10-29 03:46:00+00:00,1842.5,1842.5,1846.25,1840.199951171875,1841.199951171875,110332
2024-10-29 03:47:00+00:00,1841.75,1841.75,1842.6500244140625,1840.199951171875,1842.6500244140625,26282
2024-10-29 03:48:00+00:00,1843.4000244140625,1843.4000244140625,1843.9000244140625,1840.9000244140625,1841.550048828125,19863
2024-10-29 03:49:00+00:00,1846.800048828125,1846.800048828125,1848.4000244140625,1844.1500244140625,1844.1500244140625,29689
2024-10-29 03:50:00+00:00,1848.0,1848.0,1850.25,1846.449951171875,1846.449951171875,22136
2024-10-29 03:51:00+00:00,1849.199951171875,1849.199951171875,1850.949951171875,1847.6500244140625,1848.0999755859375,15826
2024-10-29 03:52:00+00:00,1848.800048828125,1848.800048828125,1851.25,1847.4000244140625,1849.1500244140625,21904
2024-10-29 03:53:00+00:00,1848.0,1848.0,1851.4000244140625,1847.550048828125,1848.5,242519
2024-10-29 03:54:00+00:00,1847.949951171875,1847.949951171875,1848.9000244140625,1846.25,1847.0,11856
2024-10-29 03:56:00+00:00,1850.75,1850.75,1851.0,1850.0,1850.0,28560
2024-10-29 03:57:00+00:00,1849.8499755859375,1849.8499755859375,1850.949951171875,1849.25,1850.75,5601
2024-10-29 03:58:00+00:00,1848.0,1848.0,1848.75,1847.6500244140625,1847.949951171875,14808
2024-10-29 03:59:00+00:00,1846.300048828125,1846.300048828125,1848.0,1845.699951171875,1848.0,14517
2024-10-29 04:00:00+00:00,1846.949951171875,1846.949951171875,1847.1500244140625,1844.75,1846.25,26683
2024-10-29 04:01:00+00:00,1846.0,1846.0,1847.699951171875,1845.8499755859375,1846.5999755859375,12820
2024-10-29 04:02:00+00:00,1848.5,1848.5,1848.9000244140625,1846.0,1846.300048828125,6733
2024-10-29 04:03:00+00:00,1848.4000244140625,1848.4000244140625,1848.699951171875,1847.25,1848.0999755859375,7032
2024-10-29 04:04:00+00:00,1846.699951171875,1846.699951171875,1849.25,1845.949951171875,1848.4000244140625,21159
2024-10-29 04:05:00+00:00,1846.75,1846.75,1847.6500244140625,1845.550048828125,1846.8499755859375,9460
2024-10-29 04:06:00+00:00,1847.9000244140625,1847.9000244140625,1848.0999755859375,1845.699951171875,1846.300048828125,10701
2024-10-29 04:07:00+00:00,1847.9000244140625,1847.9000244140625,1848.199951171875,1847.4000244140625,1847.9000244140625,3832
2024-10-29 04:08:00+00:00,1849.5,1849.5,1849.5,1848.0,1848.0999755859375,12281
2024-10-29 04:09:00+00:00,1850.0,1850.0,1850.75,1848.800048828125,1849.9000244140625,8561
2024-10-29 04:10:00+00:00,1851.0,1851.0,1851.0,1849.550048828125,1850.0,21498
2024-10-29 04:11:00+00:00,1849.75,1849.75,1850.9000244140625,1849.0999755859375,1850.699951171875,6324
2024-10-29 04:12:00+00:00,1849.0,1849.0,1849.699951171875,1848.5,1849.0999755859375,11039
2024-10-29 04:13:00+00:00,1846.6500244140625,1846.6500244140625,1849.0,1845.800048828125,1849.0,245783
2024-10-29 04:14:00+00:00,1847.0,1847.0,1847.449951171875,1845.5999755859375,1845.8499755859375,11843
2024-10-29 04:15:00+00:00,1847.5,1847.5,1847.75,1846.699951171875,1847.6500244140625,13898
2024-10-29 04:16:00+00:00,1844.199951171875,1844.199951171875,1847.5999755859375,1844.199951171875,1847.5,12336
2024-10-29 04:17:00+00:00,1840.75,1840.75,1843.449951171875,1840.75,1843.449951171875,13191
2024-10-29 04:18:00+00:00,1841.9000244140625,1841.9000244140625,1842.3499755859375,1840.75,1841.1500244140625,17322
2024-10-29 04:19:00+00:00,1839.4000244140625,1839.4000244140625,1841.949951171875,1839.25,1841.9000244140625,15528
2024-10-29 04:20:00+00:00,1839.800048828125,1839.800048828125,1840.3499755859375,1837.949951171875,1839.25,23599
2024-10-29 04:21:00+00:00,1840.9000244140625,1840.9000244140625,1841.3499755859375,1839.5,1840.199951171875,4651
2024-10-29 04:22:00+00:00,1840.0,1840.0,1841.199951171875,1839.949951171875,1840.9000244140625,6353
